ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
4236,Dumbbell Incline Two Front Raise with Chest Support,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
4237,Dumbbell Seated Close Grip Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
4238,Dumbbell Seated Lateral to Front Raise,Strength,Shoulders,Dumbbell,Male,"Deltoid Anterior, Deltoid Lateral","Biceps Brachii, Pectoralis Major Clavicular Head, Serratus Anterior"
4239,Dumbbell One Arm Reverse Fly (with support) (VERSION 2),Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
4240,Resistance Band Horizontal Pallof Press,Strength,Waist,Resistance Band,Male,Obliques,
4241,Resistance Band Shuttle,Strength,Hips,Resistance Band,Male,,
4242,Broad Jump to Vertical,Aerobic,Plyometrics,Body weight,Male,,
4243,Medicine Ball Overhead Throw,Aerobic,Plyometrics,Medicine Ball,Male,,
4244,Kettlebell Overhead Carry,Strength,Thighs,Kettlebell,Male,,
4245,Single Leg Board Jump,Aerobic,Plyometrics,Body weight,Male,,
4246,Landmine Front Squat,Strength,"Hips, Thighs",Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4247,Landmine Romanian Deadlift (VERSION 2),Strength,Hips,Barbell,Male,"Erector Spinae, Gluteus Maximus","Hamstrings, Soleus"
4248,Dumbbell Straight Arm Crunch,Strength,Waist,Dumbbell,Male,Rectus Abdominis,Obliques
4249,Dumbbell Straight Leg Russian Twist,Strength,Waist,Dumbbell,Male,Obliques,"Iliopsoas, Quadriceps, Rectus Abdominis"
4250,Dumbbell V-up (VERSION 2),Strength,Waist,Dumbbell,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae"
4251,Dumbbell Straight Arm Twisting Sit-up,Strength,Waist,Dumbbell,Male,Obliques,Rectus Abdominis
4252,Weighted Crunch (VERSION 2),Strength,Waist,Weighted,Male,Rectus Abdominis,Obliques
4253,Medicine Ball Crunch,Strength,Waist,Medicine Ball,Male,,
4254,Single Leg Vertical Jump,Aerobic,Plyometrics,Body weight,Male,,
4255,Straight Leg Hip Bridge,Strength,Hips,Body weight,Male,,
4256,Stepdown Squat,Strength,Thighs,Body weight,Male,,
4257,Shuffle,Aerobic,Plyometrics,Body weight,Male,,
4258,Backwards Run,Aerobic,Cardio,Body weight,Male,,
4259,Walking on Elliptical Machine (VERSION 7),Aerobic,Cardio,Body weight,Male,,
4265,Long Arm Crunch (female),Strength,Waist,Body weight,Female,,
4267,Cobra Yoga Pose (female),Stretching,Waist,Body weight,Female,"Erector Spinae, Gluteus Maximus, Hamstrings",
4268,Standing Abs Rotation Stretch (female),Stretching,Waist,Body weight,Female,,
4269,Knee Touch Crunch (female),Strength,Waist,Body weight,Female,,
4270,Backward Abdominal Stretch (female),Stretching,Waist,Body weight,Female,,
4271,V-up with Clap (female),Strength,Waist,Body weight,Female,,
4274,Seated In Out Leg Raise on Floor (female),Strength,Waist,Body weight,Female,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae"
4275,Standing Air Bike (female),Strength,Waist,Body weight,Female,,
4277,Calf Stretch with Rope (female),Stretching,Calves,Body weight,Female,Gastrocnemius,Soleus
4278,Circles Knee Stretch (female),Stretching,Calves,Body weight,Female,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gastrocnemius, Pectineous, Soleus","Gluteus Maximus, Gluteus Medius, Hamstrings, Quadriceps"
4279,Boat Stretch (male),Stretching,Waist,Body weight,Male,"Iliopsoas, Quadriceps, Rectus Abdominis",
4280,Ceiling Look Stretch (female),Stretching,Thighs,Body weight,Female,"Iliopsoas, Obliques, Quadriceps, Rectus Abdominis",
4281,Intermediate Hip Flexor and Quad Stretch (female),Stretching,Thighs,Body weight,Female,Quadriceps,
4282,Feet and Ankles Stretch (male),Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus, Tibialis Anterior",
4283,Feet and Ankles Rotation Stretch (male),Stretching,Calves,Body weight,Male,Soleus,
4284,Flexion Leg Sit-up (straight arm) (female),Strength,Waist,Body weight,Female,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius"
4285,Hamstring Stretch (female),Stretching,Thighs,Body weight,Female,Hamstrings,
4286,Hip Circles Stretch (male),Stretching,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Gracilis, Pectineous, Tensor Fasciae Latae",
4287,Knee Raise (male),Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps",
4288,Middle Back Stretch (male),Stretching,Waist,Body weight,Male,Obliques,Iliopsoas
4289,Neck Side Stretch (female),Stretching,Neck,Body weight,Female,"Sternocleidomastoid, Trapezius Upper Fibers ",
4290,Dumbbell Static Lunge,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps","Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Pectineous, Soleus"
4291,Dumbbell Single Leg Glute Bridge,Strength,Hips,Dumbbell,Male,Gluteus Maximus,"Hamstrings, Quadriceps"
4292,Dumbbell Lying Hamstring Curl,Strength,Thighs,Dumbbell,Male,Hamstrings,Gastrocnemius
4293,Dumbbell Straight Legs Deadlift,Strength,Hips,Dumbbell,Male,"Erector Spinae, Gluteus Maximus",Hamstrings
4294,Bodyweight Overhead Squat,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4295,Dumbbell Walking Lunge (female),Strength,Thighs,Dumbbell,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4296,Crossover Kneeling Hip Flexor Stretch (male),Stretching,Hips,Body weight,Male,"Gluteus Maximus, Obliques, Quadriceps","Adductor Magnus, Rectus Abdominis, Soleus"
4297,Kneeling Back Rotation Stretch (female),Stretching,Back,Body weight,Female,"Erector Spinae, Obliques","Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
4298,Kneeling Lat Stretch (female),Stretching,Back,Body weight,Female,"Latissimus Dorsi, Teres Major",
4299,Quadriceps lying stretch (male),Stretching,Thighs,Body weight,Male,Quadriceps,
4300,Quadriceps stretch (male),Stretching,Thighs,Body weight,Male,Quadriceps,
4301,Rear Deltoid Stretch (female),Stretching,Shoulders,Body weight,Female,Deltoid Posterior ,
4302,Reverse Dip (female),Strength,Upper Arms,Body weight,Female,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
4303,Runners Stretch (female),Stretching,Thighs,Body weight,Female,"Gastrocnemius, Gluteus Maximus, Hamstrings, Soleus",
4304,Seated Calf Stretch (female),Stretching,Calves,Body weight,Female,Gastrocnemius,Soleus
4305,Seated Lower Back Stretch (female),Stretching,Back,Body weight,Female,Latissimus Dorsi,
4306,Seated Wide Angle Pose Sequence (female),Stretching,Thighs,Body weight,Female,Erector Spinae,
4307,Seated Twist (Straight Arm) (male),Strength,Waist,Body weight,Male,Obliques,Rectus Abdominis
4308,Side Wrist Pull Stretch (female),Stretching,Forearms,Body weight,Female,"Wrist Extensors, Wrist Flexors",
4309,Single Leg Stretch (bent knee) (male),Stretching,Thighs,Body weight,Male,"Gluteus Maximus, Obliques, Quadriceps, Rectus Abdominis",
4310,Single Straight Leg Stretch (male),Stretching,Thighs,Body weight,Male,"Gluteus Maximus, Hamstrings, Iliopsoas, Obliques, Quadriceps, Rectus Abdominis",
4311,Sitting Bent Over Back Stretch (female),Stretching,Back,Body weight,Female,Erector Spinae,"Latissimus Dorsi, Teres Major"
4312,Slopes Towards Stretch (male),Stretching,Back,Body weight,Male,Latissimus Dorsi,
4313,Spine Stretch (female),Stretching,Back,Body weight,Female,Erector Spinae,
4314,Spinal Stretch (on stability ball) (male),Stretching,Waist,Stability ball,Male,"Erector Spinae, Obliques, Rectus Abdominis",
4315,Spine Stretch Forward (male),Stretching,Hips,Body weight,Male,"Iliopsoas, Obliques, Rectus Abdominis","Gastrocnemius, Hamstrings, Soleus, Triceps Brachii"
4316,Standing Back Rotation Stretch (female),Stretching,Back,Body weight,Female,"Erector Spinae, Obliques, Rectus Abdominis",
4317,Standing Hamstring and Calf Stretch with Starp (female),Stretching,Thighs,Body weight,Female,"Gastrocnemius, Soleus",
4318,Dumbbell Pullover on floor,Strength,Back,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Teres Major, Triceps Brachii"
4319,Standing Gastrocnemius Calf Stretch (female),Stretching,Calves,Body weight,Female,"Gastrocnemius, Soleus, Tibialis Anterior",
4320,Standing Lateral Stretch (female),Stretching,Back,Body weight,Female,Latissimus Dorsi,
4321,Standing reach up back rotation stretch (female),Stretching,Back,Body weight,Female,Latissimus Dorsi,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
4322,Standing Side Bend (bent arm) (male),Strength,Waist,Body weight,Male,Obliques,Iliopsoas
4323,Wrist Circles (female),Strength,Forearms,Body weight,Female,"Wrist Extensors, Wrist Flexors",
4324,Standing Wheel Rollout (female),Strength,Waist,Body weight,Female,"Iliopsoas, Rectus Abdominis","Deltoid Posterior, Latissimus Dorsi, Pectoralis Major Sternal Head, Tensor Fasciae Latae, Teres Major"
4325,Peroneals Stretch (female),Stretching,Calves,Body weight,Female,"Gastrocnemius, Soleus",
4326,Dumbbell Bent Arm Pullover (female),Strength,Chest,Dumbbell,Female,,
4327,Sled Vertical Leg Press,Strength,Thighs,Sled machine,Male,,
4328,Standing Scissors,Aerobic,Plyometrics,Body weight,Male,,
4329,Push with Chair,Strength,Chest,Body weight,Male,,
4330,Reverse Crunch Kick,Strength,Waist,Body weight,Male,"Iliopsoas, Quadriceps, Rectus Abdominis","Obliques, Sartorius, Tensor Fasciae Latae"
4331,Crunch Single Leg Lift,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Sartorius, Tensor Fasciae Latae"
4332,Crunch Hold,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
4333,Bench Reverse Crunch Circle,Strength,"Hips, Waist",Body weight,Male,"Adductor Brevis, Adductor Longus, Gluteus Medius, Iliopsoas, Pectineous, Rectus Abdominis","Adductor Magnus, Obliques, Quadriceps, Sartorius"
4334,Side Plank Oblique Crunch,Strength,Waist,Body weight,Male,"Adductor Brevis, Adductor Longus, Gluteus Medius, Obliques, Pectineous","Adductor Magnus, Gracilis"
4335,Dumbbell Side Bend (VERSION 2),Strength,Waist,Dumbbell,Male,,
4336,Lever Biceps Curl,Strength,Upper Arms,Leverage machine,Male,,
4337,Dumbbell Hammer Preacher Curl (female),Strength,Forearms,Dumbbell,Female,,
4338,Barbell Spider Curl,Strength,Upper Arms,Barbell,Male,,
4339,Barbell Pullover,Strength,Back,Barbell,Male,,
4340,Barbell Wide Pullover,Strength,Back,Barbell,Male,,
4341,Dumbbell Alternate Front Raise (female),Strength,Shoulders,Dumbbell,Female,,
4342,Dumbbell Twisted Fly,Strength,Chest,Dumbbell,Male,,
4343,Dumbbell One Arm Triceps Extension (female),Strength,Upper Arms,Dumbbell,Female,,
4344,Barbell Incline Triceps Extension Skull Crusher,Strength,Upper Arms,Barbell,Male,Triceps Brachii,
4345,Cable Incline Close grip Curl,Strength,Upper Arms,Cable,Male,,
4346,Bodyweight Standing Military Press,Strength,Shoulders,Body weight,Male,,
4347,Lever Standing Leg Curl,Strength,Thighs,Leverage machine,Male,,
4348,Abdominal 4 points,Strength,Waist,Body weight,Male,,
4349,Barbell Single Leg Squat,Strength,Thighs,Barbell,Male,,
4350,Cable Lying Regular grip Curl (female),Strength,Upper Arms,Cable,Female,,
4351,Cable Incline Skull Crusher,Strength,Upper Arms,Cable,Male,,
4352,Bench Dip on floor (VERSION 2),Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Teres Major"
4353,Cable Lying Triceps Extension (with Rope),Strength,Upper Arms,Cable,Male,Triceps Brachii,
4354,Alternate Oblique Crunch,Strength,Waist,Body weight,Male,Obliques,Rectus Abdominis
4355,Cable Triceps Pushdown (V-bar) (VERSION 2),Strength,Upper Arms,Cable,Male,Triceps Brachii,
4356,Cable horizontal Pallof Press (VERSION 2),Strength,Waist,Cable,Male,,
4357,Band Biceps Curl (VERSION 2),Strength,Upper Arms,Band,Male,Biceps Brachii,"Brachialis, Brachioradialis"
4358,Band Kneeling Lat Pulldown,Strength,Back,Band,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
4359,Band overhead triceps extension (VERSION 2) (male),Strength,Upper Arms,Band,Male,Triceps Brachii,
4360,Bench Dip with legs on bench,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Teres Major"
4361,Bodyweight Shrug,Strength,Back,Body weight,Male,Trapezius Upper Fibers ,Levator Scapulae
4362,Barbell Squat 2 sec Hold,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4363,Counterbalanced Skater Squat (male),Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4364,Single Leg Dip on floor,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
4365,Animal Resting Yoga Pose,Stretching,Stretching,Body weight,Male,,
4366,Standing Side Crunch,Aerobic,Waist,Body weight,Male,,
4367,Cable Bent-Over Reverse Grip Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior"
4368,Cable Bent-Over Row with Rope Attachment,Strength,Back,Cable,Male,,
4369,Bodyweight Standing Biceps Curl (VERSION 2),Strength,Upper Arms,Body weight,Male,,
4370,Smith Seated Calf Raise,Strength,Calves,Smith machine,Male,,
4371,Lever Incline One Arm Chest Press (plate loaded),Strength,Chest,Leverage machine,Male,,
4372,Crocodile Yoga Pose,Stretching,Stretching,Body weight,Male,,
4373,Hanging Deadbug,Strength,Hips,Body weight,Male,"Iliopsoas, Rectus Abdominis","Quadriceps, Sartorius, Tensor Fasciae Latae"
4374,Cable Standing Alternate Low Fly,Strength,Chest,Cable,Male,,
4375,Medicine Ball Around Head Rotation,Strength,Shoulders,Medicine Ball,Male,,
4376,Handstand Walk,Aerobic,Shoulders,Body weight,Male,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior , Erector Spinae",
4377,Dumbbell Hang Clean and Jerk,Strength,Weightlifting,Dumbbell,Male,,
4378,Lever Reverse Grip High Row (plate loaded),Strength,Back,Leverage machine,Male,,
4379,Resistance Band Inverted Row,Strength,Back,Resistance Band,Male,,
4380,Standing Leg Slide with Towel,Strength,Thighs,Body weight,Male,,
4381,Legs-Up The Wall Yoga Pose,Stretching,Stretching,Body weight,Male,,
4382,Barbell Front Rack Lunge,Strength,Thighs,Barbell,Male,,
4383,Medicine Ball Step Behind Rotational Throw,Aerobic,Plyometrics,Medicine Ball,Male,,
4384,Body Saw Plank,Strength,Shoulders,Body weight,Male,"Latissimus Dorsi, Rectus Abdominis","Deltoid Anterior, Gluteus Maximus, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Tensor Fasciae Latae, Triceps Brachii"
4385,Hip Roll Plank,Strength,Waist,Body weight,Male,,
4386,Leg Extension Plank,Strength,Waist,Body weight,Male,,
4387,Prayer Squat Yoga Pose,Stretching,Stretching,Body weight,Male,,
4388,Prisoner Get-Up,Strength,Thighs,Body weight,Male,,
4389,Dumbbell Push Jerk,Strength,Weightlifting,Dumbbell,Male,,
4390,Barbell Front Rack Rear Lunge,Strength,Thighs,Barbell,Male,,
4391,Cable Low Row with Rope Attachment,Strength,Back,Cable,Male,,
4392,Rowing Boat Yoga Pose,Stretching,Stretching,Body weight,Male,,
4393,Kettlebell Russian Twist,Strength,Waist,Kettlebell,Male,,
4394,Alternate Shoulder Flexion Back to Wall,Stretching,Shoulders,Body weight,Male,,
4395,Shoulder Circle,Stretching,Back,Body weight,Male,,
4396,Kettlebell Side Bend (VERSION 2),Strength,Waist,Kettlebell,Male,,
4397,Barbell Front Rack Split Squat,Strength,Thighs,Barbell,Male,,
4398,Resistance Band Squat,Strength,Thighs,Resistance Band,Male,,
4399,Standing Seal Yoga Pose,Stretching,Stretching,Body weight,Male,,
4400,Kettlebell Step-Up,Strength,Thighs,Kettlebell,Male,,
4401,Barbell Knee Raise Step-Up,Strength,Thighs,Barbell,Male,,
4402,Straight Angle Yoga Pose,Stretching,Stretching,Body weight,Male,,
4403,Kettlebells Sumo Deadlift,Strength,Hips,Kettlebell,Male,,
4404,Swaying Palm Tree Yoga Pose,Stretching,Stretching,Body weight,Male,,
4405,The Eagle Yoga Pose,Stretching,Stretching,Body weight,Male,,
4406,Tiger Yoga Pose,Stretching,Stretching,Body weight,Male,,
4407,Tiger Tail Triceps,Stretching,Upper Arms,Body weight,Male,,
4408,Kettlebell Upright Row,Strength,Shoulders,Kettlebell,Male,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
4409,Barbell Front Rack Walking Lunge,Aerobic,Thighs,Barbell,Male,,
4410,Warrior II Yoga Pose,Stretching,Stretching,Body weight,Male,,
4411,Barbell Seated High Front Raise,Strength,Shoulders,Barbell,Male,,
4412,Resistance Band Pullapart (Pronated at 90 Degrees),Strength,Shoulders,Resistance Band,Male,,
4414,Barbell Bench Press with Band Suspended Kettlebell,Strength,Chest,Barbell,Male,,
4415,Band Resisted Chin-Up,Strength,Back,Band,Male,,
4416,Sliding Leg Bird Dog,Strength,Back,Body weight,Male,,
4417,Sumo Squat Floor Touch,Strength,Hips,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
4419,Lying Leg Raise (Modified),Strength,Hips,Body weight,Male,"Iliopsoas, Rectus Abdominis","Quadriceps, Sartorius"
4420,Marching On Spot,Strength,Cardio,Body weight,Male,,
4421,Cable Donkey Kickback (female),Strength,Hips,Cable,Male,Gluteus Maximus,Hamstrings
4422,EZ-bar Drag Bicep Curl,Strength,"Shoulders, Upper Arms",EZ Barbell,Male,"Biceps Brachii, Deltoid Anterior","Brachialis, Brachioradialis"
4423,Barbell Lying Close-Grip Underhand Row on Rack,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
4424,Barbell Lying Close-Grip Overhand Row on Rack,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4425,Dumbbell Lying Close-Grip Parallel Row on Rack,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
4426,Dumbbell Lying Wide-Grip Row on Rack,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4427,Lever Lying Single Leg Curl (female),Strength,Thighs,Leverage machine,Female,Hamstrings,"Gastrocnemius, Sartorius, Soleus"
4428,Power Sled Push (male),Strength,Weightlifting,Power Sled,Male,,
4429,Weighted Lying Side Neck Raise,Strength,Neck,Weighted,Male,,
4430,Weighted Side Lying Side Neck Raise,Strength,Neck,Weighted,Male,,
4431,Weighted Lying Neck Side to Side,Strength,Neck,Weighted,Male,,
4432,Weighted Lying Neck Head Twist,Strength,Neck,Weighted,Male,,
4435,High Knee Squat (VERSION 2) (male),Strength,Plyometrics,Body weight,Male,,
4436,Alternating Step Out,Strength,Plyometrics,Body weight,Male,,
4437,Alternating Hamstring Curl with Punche,Strength,Plyometrics,Body weight,Male,,
4438,Jack Step (male),Strength,Plyometrics,Body weight,Male,,
4439,Dumbbell Power Clean and Jerk,Strength,Weightlifting,Dumbbell,Male,,
4440,Kettlebell Step-Up (VERSION 2),Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
4441,Kettlebell Front Rack Walking Lunge,Aerobic,Thighs,Kettlebell,Male,,
4442,Assisted Bulgarian Split Squat,Strength,Thighs,Body weight,Male,,
4443,Dumbbell Assisted Bulgarian Split Squat,Strength,Thighs,Dumbbell,Male,,
4444,Kettlebell Assisted Bulgarian Split Squat,Strength,Thighs,Kettlebell,Male,,
4445,Resistance Band Seated Face Pull,Strength,Shoulders,Resistance Band,Male,,
4446,Kettlebell Half Kneeling One Arm Bottoms-Up Press,Strength,Shoulders,Kettlebell,Male,,
4447,Resistance Band Elevated Glute Bridge,Strength,Hips,Resistance Band,Male,,
4448,Barbell Resistance Band Hip Thrust,Strength,Hips,Barbell,Male,,
4449,Dumbbell Hang Clean,Strength,Weightlifting,Dumbbell,Male,,
4450,Suspender Wide Grip Inverted Row,Strength,Back,Suspension,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4451,Suspender Wide Grip Inverted Row on floor (female),Strength,Back,Suspension,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4452,Band Bent Over Wide Grip Row (male),Strength,Back,Band,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4453,Band One Arm Standing Wide Grip Low Row,Strength,Back,Band,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4454,Band Seated Wide Grip Row (female),Strength,Back,Band,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
4455,45 degrees Back Extension,Strength,Hips,Body weight,Male,Erector Spinae,
4456,Glute Ham Raise (VERSION 2),Strength,Thighs,Body weight,Male,Hamstrings,"Gastrocnemius, Gluteus Maximus"
4457,Dumbbell Side Bridge with Bent Leg (male),Strength,Waist,Dumbbell,Male,Obliques,
4458,Side Bridge with Straight Legs (female),Strength,Waist,Body weight,Female,Obliques,
4459,Lying Ab Press (male),Strength,Waist,Body weight,Male,Rectus Abdominis,Iliopsoas
4460,Lying Ab Press (female),Strength,Waist,Body weight,Female,Rectus Abdominis,Iliopsoas
4461,Side Bridge with Bent Leg (female),Strength,Waist,Body weight,Female,Obliques,
4462,Roll Ball Foot,Stretching,Calves,Rollball,Male,,
4463,Roll Ball Peroneus,Stretching,Calves,Rollball,Male,,
4464,Roll Ball Tibialis Anterior,Stretching,Calves,Rollball,Male,,
4465,Roll Ball Calf,Stretching,Calves,Rollball,Male,,
4466,Roll Ball Popliteal,Stretching,Thighs,Rollball,Male,,
4467,Roll Ball Tibialis Posterior,Stretching,Calves,Rollball,Male,,
4468,Roll Ball Rectus Femoris,Stretching,Thighs,Rollball,Male,,
4469,Roll Ball Lateral Vastus,Stretching,Thighs,Rollball,Male,,
4470,Roll Ball Adductors,Stretching,Hips,Rollball,Male,,
4471,Roll Ball Tensor Fasciae Latae,Stretching,Hips,Rollball,Male,Tensor Fasciae Latae,
4472,Roll Ball Gluteus Medius,Stretching,Hips,Rollball,Male,,
4473,Roll Ball Piriformis,Stretching,Hips,Rollball,Male,,
4474,Roll Ball Piriformis (VERSION 2),Stretching,Hips,Rollball,Male,,
4475,Roll Ball Iliospsoas,Stretching,Hips,Rollball,Male,Iliopsoas,
4476,Roll Ball Psoas - Abdominal Region,Stretching,Hips,Rollball,Male,,
4477,Roll Ball Iliacus - Abdominal Region,Stretching,Hips,Rollball,Male,,
4478,Roll Ball External Oblique,Stretching,Waist,Rollball,Male,,
4479,Roll Ball Rectus Abdominis,Stretching,Waist,Rollball,Male,,
4480,Roll Ball Erector Spinae,Stretching,Hips,Rollball,Male,,
4481,Roll Ball Lumbar - Diagonal,Stretching,Hips,Rollball,Male,,
4482,Roll Ball Diaphragm,Stretching,Waist,Rollball,Male,,
4483,Roll Ball Pectoralis Major - Sternal,Stretching,Chest,Rollball,Male,,
4484,Roll Ball Pectoralis Major - Clavicular,Stretching,Chest,Rollball,Male,,
4485,Roll Ball Infraspinatus,Stretching,Back,Rollball,Male,,
4486,Roll Ball Infraspinatus (VERSION 2),Stretching,Back,Rollball,Male,,
4487,Roll Ball Scapula Levator,Stretching,Back,Rollball,Male,,
4488,Roll Ball Scapula Levator (VERSION 2),Stretching,Back,Rollball,Male,,
4489,Roll Ball Rhomboid,Stretching,Back,Rollball,Male,,
4490,Roll Ball Trapezius Upper,Stretching,Back,Rollball,Male,,
4491,Roll Ball Trapezius Lower,Stretching,Back,Rollball,Male,,
4492,Roll Ball Trapezius Lower (VERSION 2),Stretching,Back,Rollball,Male,,
4493,Roll Ball Latissimus Dorsi,Stretching,Back,Rollball,Male,,
4494,Roll Ball Forearm Flexors,Stretching,Forearms,Rollball,Male,,
4495,Roll Ball Forearm Supinator,Stretching,Forearms,Rollball,Male,,
4496,Roll Ball Forearm Extensors,Stretching,Forearms,Rollball,Male,,
4497,Roll Ball Forearm Pronator,Stretching,Forearms,Rollball,Male,,
4498,Roll Ball Bicep Brachii,Stretching,Upper Arms,Rollball,Male,,
4499,Bodyweight Full Squat with Overhead Press,Strength,Plyometrics,Body weight,Male,,
4500,Bodyweight Front Plank to Downward Dog,Aerobic,Plyometrics,Body weight,Male,,
4506,Kneeling Shoulder Tap,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior"
4508,Butterfly Yoga Pose (female),Stretching,Hips,Body weight,Female,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Maximus, Gluteus Medius, Gluteus Minimus, Gracilis, Pectineous",
4509,Chin-to-chest Stretch (male),Stretching,Waist,Body weight,Male,Rectus Abdominis,
4510,Calves Stretch (male),Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus",
4511,Bridge Pose Setu Bandhasana (male),Stretching,Yoga,Body weight,Male,"Adductor Magnus, Gluteus Maximus, Hamstrings, Latissimus Dorsi, Pectoralis Major Sternal Head, Quadriceps, Teres Major, Triceps Brachii",
